YEAR,category,aktor,film,type
1965,CINEMATOGRAPHY (Color),Geoffrey Unsworth,"""Becket""",nominees
1965,CINEMATOGRAPHY (Color),William H. Clothier,"""Cheyenne Autumn""",nominees
1965,CINEMATOGRAPHY (Color),Edward Colman,"""Mary Poppins""",nominees
1965,CINEMATOGRAPHY (Color),Daniel L. Fapp,"""The Unsinkable Molly Brown""",nominees
1965,COSTUME DESIGN (Black-and-White),Dorothy Jeakins,"""The Night of the Iguana""",Winner
1965,COSTUME DESIGN (Black-and-White),Edith Head,"""A House Is Not a Home""",nominees
1965,COSTUME DESIGN (Black-and-White),Norma Koch,"""Hush...Hush, Sweet Charlotte""",nominees
1965,COSTUME DESIGN (Black-and-White),Howard Shoup,"""Kisses for My President""",nominees
1965,COSTUME DESIGN (Black-and-White),René Hubert,"""The Visit""",nominees
1965,COSTUME DESIGN (Color),Cecil Beaton,"""My Fair Lady""",Winner
1965,COSTUME DESIGN (Color),Margaret Furse,"""Becket""",nominees
1965,COSTUME DESIGN (Color),Tony Walton,"""Mary Poppins""",nominees
1965,COSTUME DESIGN (Color),Morton Haack,"""The Unsinkable Molly Brown""",nominees
1965,COSTUME DESIGN (Color),"Edith Head, Moss Mabry","""What a Way to Go!""",nominees
1965,DIRECTING,George Cukor,"""My Fair Lady""",Winner
1965,DIRECTING,Peter Glenville,"""Becket""",nominees
1965,DIRECTING,Stanley Kubrick,"""Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb""",nominees
1965,DIRECTING,Robert Stevenson,"""Mary Poppins""",nominees
1965,DIRECTING,Michael Cacoyannis,"""Zorba the Greek""",nominees
1965,DOCUMENTARY (Feature),"Jacques-Yves Cousteau, Producer","""Jacques-Yves Cousteau's World without Sun""",Winner
1965,DOCUMENTARY (Feature),"Jack Le Vien, Producer","""The Finest Hours""",nominees
1965,DOCUMENTARY (Feature),"Mel Stuart, Producer","""Four Days in November""",nominees
1965,DOCUMENTARY (Feature),"Bert Haanstra, Producer","""The Human Dutch""",nominees
1965,DOCUMENTARY (Feature),"Jean Aurel, Producer","""Over There, 1914-18""",nominees
1965,DOCUMENTARY (Short Subject),"Charles Guggenheim, Producer","""Nine from Little Rock""",Winner
1965,DOCUMENTARY (Short Subject),"Henry Jacobs and John Korty, Producers","""Breaking the Habit""",nominees
1965,DOCUMENTARY (Short Subject),"Charles Guggenheim, Producer","""Children Without""",nominees
1965,DOCUMENTARY (Short Subject),National Film Board of Canada,"""Kenojuak""",nominees
1965,DOCUMENTARY (Short Subject),"Geoffrey Scott and Oxley Hughan, Producers","""140 Days under the World""",nominees
1965,FILM EDITING,Cotton Warburton,"""Mary Poppins""",Winner
1965,FILM EDITING,Anne Coates,"""Becket""",nominees
1965,FILM EDITING,Ted J. Kent,"""Father Goose""",nominees
1965,FILM EDITING,Michael Luciano,"""Hush...Hush, Sweet Charlotte""",nominees
1965,FILM EDITING,William Ziegler,"""My Fair Lady""",nominees
1965,FOREIGN LANGUAGE FILM,Italy,"""Yesterday, Today and Tomorrow""",Winner
1965,FOREIGN LANGUAGE FILM,Sweden,"""Raven's End""",nominees
1965,FOREIGN LANGUAGE FILM,Israel,"""Sallah""",nominees
1965,FOREIGN LANGUAGE FILM,France,"""The Umbrellas of Cherbourg""",nominees
1965,FOREIGN LANGUAGE FILM,Japan,"""Woman in the Dunes""",nominees
1965,MUSIC (Music Score--substantially original),"Richard M. Sherman, Robert B. Sherman","""Mary Poppins""",Winner
1965,MUSIC (Music Score--substantially original),Laurence Rosenthal,"""Becket""",nominees
1965,MUSIC (Music Score--substantially original),Dimitri Tiomkin,"""The Fall of the Roman Empire""",nominees
1965,MUSIC (Music Score--substantially original),Frank DeVol,"""Hush...Hush, Sweet Charlotte""",nominees
1965,MUSIC (Music Score--substantially original),Henry Mancini,"""The Pink Panther""",nominees
1965,MUSIC (Scoring of Music--adaptation or treatment),Andre Previn,"""My Fair Lady""",Winner
1965,MUSIC (Scoring of Music--adaptation or treatment),George Martin,"""A Hard Day's Night""",nominees
1965,MUSIC (Scoring of Music--adaptation or treatment),Irwin Kostal,"""Mary Poppins""",nominees
1965,MUSIC (Scoring of Music--adaptation or treatment),Nelson Riddle,"""Robin and the 7 Hoods""",nominees
1965,MUSIC (Scoring of Music--adaptation or treatment),"Robert Armbruster, Leo Arnaud, Jack Elliott, Jack Hayes, Calvin Jackson, Leo Shuken","""The Unsinkable Molly Brown""",nominees
1965,MUSIC (Song),Music and Lyrics by Richard M. Sherman and Robert B. Sherman,"""Mary Poppins""",Winner
1965,MUSIC (Song),Music by Henry Mancini; Lyrics by Jay Livingston and Ray Evans,"""Dear Heart""",nominees
1965,MUSIC (Song),Music by Frank DeVol; Lyrics by Mack David,"""Hush...Hush, Sweet Charlotte""",nominees
1965,MUSIC (Song),Music by James Van Heusen; Lyrics by Sammy Cahn,"""Robin and the 7 Hoods""",nominees
1965,MUSIC (Song),Music by James Van Heusen; Lyrics by Sammy Cahn,"""Where Love Has Gone""",nominees
1965,BEST PICTURE,"Jack L. Warner, Producer","""My Fair Lady""",Winner
1965,BEST PICTURE,"Hal B. Wallis, Producer","""Becket""",nominees
1965,BEST PICTURE,"Stanley Kubrick, Producer","""Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb""",nominees
1965,BEST PICTURE,"Walt Disney and Bill Walsh, Producers","""Mary Poppins""",nominees
1965,BEST PICTURE,"Michael Cacoyannis, Producer","""Zorba the Greek""",nominees
1965,SHORT SUBJECT (Cartoon),"David H. DePatie and Friz Freleng, Producers","""The Pink Phink""",Winner
1965,SHORT SUBJECT (Cartoon),National Film Board of Canada,"""Christmas Cracker""",nominees
1965,SHORT SUBJECT (Cartoon),"William L. Snyder, Producer","""How to Avoid Friendship""",nominees
1965,SHORT SUBJECT (Cartoon),"William L. Snyder, Producer","""Nudnik #2""",nominees
1965,SHORT SUBJECT (Live Action),"Edward Schreiber, Producer","""Casals Conducts: 1964""",Winner
1965,SHORT SUBJECT (Live Action),"Carson Davidson, Producer","""Help! My Snowman's Burning Down""",nominees
1965,SHORT SUBJECT (Live Action),"Robert Clouse, Producer","""The Legend of Jimmy Blue Eyes""",nominees
1965,SOUND,"Warner Bros. Studio Sound Department, George R. Groves, Sound Director","""My Fair Lady""",Winner
1965,SOUND,"Shepperton Studio Sound Department, John Cox, Sound Director","""Becket""",nominees
1965,SOUND,"Universal City Studio Sound Department, Waldon O. Watson, Sound Director","""Father Goose""",nominees
1965,SOUND,"Walt Disney Studio Sound Department, Robert O. Cook, Sound Director","""Mary Poppins""",nominees
1965,SOUND,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director","""The Unsinkable Molly Brown""",nominees
1965,SOUND EFFECTS,Norman Wanstall,"""Goldfinger""",Winner
1965,SOUND EFFECTS,Robert L. Bratton,"""The Lively Set""",nominees
1965,SPECIAL VISUAL EFFECTS,"Peter Ellenshaw, Eustace Lycett, Hamilton Luske","""Mary Poppins""",Winner
1965,SPECIAL VISUAL EFFECTS,Jim Danforth,"""7 Faces of Dr. Lao""",nominees
1965,WRITING (Screenplay--based on material from another medium),Edward Anhalt,"""Becket""",Winner
1965,WRITING (Screenplay--based on material from another medium),"Stanley Kubrick, Peter George, Terry Southern","""Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb""",nominees
1965,WRITING (Screenplay--based on material from another medium),"Bill Walsh, Don DaGradi","""Mary Poppins""",nominees
1965,WRITING (Screenplay--based on material from another medium),Alan Jay Lerner,"""My Fair Lady""",nominees
1965,WRITING (Screenplay--based on material from another medium),Michael Cacoyannis,"""Zorba the Greek""",nominees
1965,WRITING (Story and Screenplay--written directly for the screen),"Story by S. H. Barnett;  Screenplay by Peter Stone, Frank Tarloff","""Father Goose""",Winner
1965,WRITING (Story and Screenplay--written directly for the screen),Alun Owen,"""A Hard Day's Night""",nominees
1965,WRITING (Story and Screenplay--written directly for the screen),"Story by Orville H. Hampton;  Screenplay by Raphael Hayes, Orville H. Hampton","""One Potato, Two Potato""",nominees
1965,WRITING (Story and Screenplay--written directly for the screen),"Age, Scarpelli, Mario Monicelli","""The Organizer""",nominees
1965,WRITING (Story and Screenplay--written directly for the screen),"Jean-Paul Rappeneau, Ariane Mnouchkine, Daniel Boulanger, Philippe De Broca","""That Man from Rio""",nominees
1965,HONORARY AWARD,William Tuttle for his outstanding make-up achievement for 7 Faces of Dr. Lao.,,Winner
1964,ACTOR,Sidney Poitier,"""Lilies of the Field""",Winner
1964,ACTOR,Albert Finney,"""Tom Jones""",nominees
1964,ACTOR,Richard Harris,"""This Sporting Life""",nominees
1964,ACTOR,Rex Harrison,"""Cleopatra""",nominees
1964,ACTOR,Paul Newman,"""Hud""",nominees
1964,ACTOR IN A SUPPORTING ROLE,Melvyn Douglas,"""Hud""",Winner
1964,ACTOR IN A SUPPORTING ROLE,Nick Adams,"""Twilight of Honor""",nominees
1964,ACTOR IN A SUPPORTING ROLE,Bobby Darin,"""Captain Newman, M.D.""",nominees
1964,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,"""Tom Jones""",nominees
1964,ACTOR IN A SUPPORTING ROLE,John Huston,"""The Cardinal""",nominees
1964,ACTRESS,Patricia Neal,"""Hud""",Winner
1964,ACTRESS,Leslie Caron,"""The L-Shaped Room""",nominees
1964,ACTRESS,Shirley MacLaine,"""Irma La Douce""",nominees
1964,ACTRESS,Rachel Roberts,"""This Sporting Life""",nominees
1964,ACTRESS,Natalie Wood,"""Love with the Proper Stranger""",nominees
1964,ACTRESS IN A SUPPORTING ROLE,Margaret Rutherford,"""The V.I.P.s""",Winner
1964,ACTRESS IN A SUPPORTING ROLE,Diane Cilento,"""Tom Jones""",nominees
1964,ACTRESS IN A SUPPORTING ROLE,Dame Edith Evans,"""Tom Jones""",nominees
1964,ACTRESS IN A SUPPORTING ROLE,Joyce Redman,"""Tom Jones""",nominees
1964,ACTRESS IN A SUPPORTING ROLE,Lilia Skala,"""Lilies of the Field""",nominees
1964,ART DIRECTION (Black-and-White),Gene Callahan,"""America America""",Winner
1964,ART DIRECTION (Black-and-White),Piero Gherardi,"""Federico Fellini's 8-1/2""",nominees
1964,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Tambi Larsen;  Set Decoration:  Sam Comer, Robert Benton","""Hud""",nominees
1964,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Grace Gregory","""Love with the Proper Stranger""",nominees
1964,ART DIRECTION (Black-and-White),"Art Direction:  George W. Davis, Paul Groesse;  Set Decoration:  Henry Grace, Hugh Hunt","""Twilight of Honor""",nominees
1964,ART DIRECTION (Color),"Art Direction:  John DeCuir, Jack Martin Smith, Hilyard Brown, Herman Blumenthal, Elven Webb, Maurice Pelling, Boris Juraga;  Set Decoration:  Walter M. Scott, Paul S. Fox, Ray Moyer","""Cleopatra""",Winner
1964,ART DIRECTION (Color),Art Direction:  Lyle Wheeler;  Set Decoration:  Gene Callahan,"""The Cardinal""",nominees
1964,ART DIRECTION (Color),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, James Payne","""Come Blow Your Horn""",nominees
1964,ART DIRECTION (Color),"Art Direction:  George W. Davis, William Ferrari, Addison Hehr;  Set Decoration:  Henry Grace, Don Greenwood, Jr., Jack Mills","""How the West Was Won""",nominees
1964,ART DIRECTION (Color),"Art Direction:  Ralph Brinton, Ted Marshall, Jocelyn Herbert;  Set Decoration:  Josie MacAvin","""Tom Jones""",nominees
1964,CINEMATOGRAPHY (Black-and-White),James Wong Howe,"""Hud""",Winner
1964,CINEMATOGRAPHY (Black-and-White),George Folsey,"""The Balcony""",nominees
1964,CINEMATOGRAPHY (Black-and-White),Lucien Ballard,"""The Caretakers""",nominees
1964,CINEMATOGRAPHY (Black-and-White),Ernest Haller,"""Lilies of the Field""",nominees
1964,CINEMATOGRAPHY (Black-and-White),Milton Krasner,"""Love with the Proper Stranger""",nominees
1964,CINEMATOGRAPHY (Color),Leon Shamroy,"""Cleopatra""",Winner
1964,CINEMATOGRAPHY (Color),Leon Shamroy,"""The Cardinal""",nominees
1964,CINEMATOGRAPHY (Color),"William H. Daniels, Milton Krasner, Charles Lang, Jr., Joseph LaShelle","""How the West Was Won""",nominees
1964,CINEMATOGRAPHY (Color),Joseph LaShelle,"""Irma La Douce""",nominees
1964,CINEMATOGRAPHY (Color),Ernest Laszlo,"""It's a Mad, Mad, Mad, Mad World""",nominees
1964,COSTUME DESIGN (Black-and-White),Piero Gherardi,"""Federico Fellini's 8-1/2""",Winner
1964,COSTUME DESIGN (Black-and-White),Edith Head,"""Love with the Proper Stranger""",nominees
1964,COSTUME DESIGN (Black-and-White),Travilla,"""The Stripper""",nominees
1964,COSTUME DESIGN (Black-and-White),Bill Thomas,"""Toys in the Attic""",nominees
1964,COSTUME DESIGN (Black-and-White),Edith Head,"""Wives and Lovers""",nominees
1964,COSTUME DESIGN (Color),"Irene Sharaff, Vittorio Nino Novarese, Renie","""Cleopatra""",Winner
1964,COSTUME DESIGN (Color),Donald Brooks,"""The Cardinal""",nominees
1964,COSTUME DESIGN (Color),Walter Plunkett,"""How the West Was Won""",nominees
1964,COSTUME DESIGN (Color),Piero Tosi,"""The Leopard""",nominees
1964,COSTUME DESIGN (Color),Edith Head,"""A New Kind of Love""",nominees
1964,DIRECTING,Tony Richardson,"""Tom Jones""",Winner
1964,DIRECTING,Elia Kazan,"""America America""",nominees
1964,DIRECTING,Otto Preminger,"""The Cardinal""",nominees
1964,DIRECTING,Federico Fellini,"""Federico Fellini's 8-1/2""",nominees
1964,DIRECTING,Martin Ritt,"""Hud""",nominees
1964,DOCUMENTARY (Feature),"Robert Hughes, Producer","""Robert Frost: A Lover's Quarrel with the World""",Winner
1964,DOCUMENTARY (Feature),"Paul de Roubaix, Producer","""Le Maillon et la Chaine (The Link and the Chain)""",nominees
1964,DOCUMENTARY (Feature),"Edgar Anstey, Producer","""Terminus""",nominees
1964,DOCUMENTARY (Feature),"Marshall Flaum, Producer","""The Yanks Are Coming""",nominees
1964,DOCUMENTARY (Short Subject),"Simon Schiffrin, Producer","""Chagall""",Winner
1964,DOCUMENTARY (Short Subject),"George Stevens, Jr., Producer","""The Five Cities of June""",nominees
1964,DOCUMENTARY (Short Subject),"Algernon G. Walker, Producer","""The Spirit of America""",nominees
1964,DOCUMENTARY (Short Subject),"Edgar Anstey, Producer","""Thirty Million Letters""",nominees
1964,DOCUMENTARY (Short Subject),"Mel London, Producer","""To Live Again""",nominees
1964,FILM EDITING,Harold F. Kress,"""How the West Was Won""",Winner
1964,FILM EDITING,Louis R. Loeffler,"""The Cardinal""",nominees
1964,FILM EDITING,Dorothy Spencer,"""Cleopatra""",nominees
1964,FILM EDITING,Ferris Webster,"""The Great Escape""",nominees
1964,FILM EDITING,"Frederic Knudtson, Robert C. Jones, Gene Fowler, Jr.","""It's a Mad, Mad, Mad, Mad World""",nominees
1964,FOREIGN LANGUAGE FILM,Italy,"""Federico Fellini's 8-1/2""",Winner
1964,FOREIGN LANGUAGE FILM,Poland,"""Knife in the Water""",nominees
1964,FOREIGN LANGUAGE FILM,Spain,"""Los Tarantos""",nominees
1964,FOREIGN LANGUAGE FILM,Greece,"""The Red Lanterns""",nominees
1964,FOREIGN LANGUAGE FILM,Japan,"""Twin Sisters of Kyoto""",nominees
1964,MUSIC (Music Score--substantially original),John Addison,"""Tom Jones""",Winner
1964,MUSIC (Music Score--substantially original),Alex North,"""Cleopatra""",nominees
1964,MUSIC (Music Score--substantially original),Dimitri Tiomkin,"""55 Days at Peking""",nominees
1964,MUSIC (Music Score--substantially original),"Alfred Newman, Ken Darby","""How the West Was Won""",nominees
1964,MUSIC (Music Score--substantially original),Ernest Gold,"""It's a Mad, Mad, Mad, Mad World""",nominees
1964,MUSIC (Scoring of Music--adaptation or treatment),Andre Previn,"""Irma La Douce""",Winner
1964,MUSIC (Scoring of Music--adaptation or treatment),John Green,"""Bye Bye Birdie""",nominees
1964,MUSIC (Scoring of Music--adaptation or treatment),Leith Stevens,"""A New Kind of Love""",nominees
1964,MUSIC (Scoring of Music--adaptation or treatment),Maurice Jarre,"""Sundays and Cybele""",nominees
1964,MUSIC (Scoring of Music--adaptation or treatment),George Bruns,"""The Sword in the Stone""",nominees
1964,MUSIC (Song),Music by James Van Heusen; Lyrics by Sammy Cahn,"""Papa's Delicate Condition""",Winner
1964,MUSIC (Song),Music by Henry Mancini; Lyrics by Johnny Mercer,"""Charade""",nominees
1964,MUSIC (Song),Music by Ernest Gold; Lyrics by Mack David,"""It's a Mad, Mad, Mad, Mad World""",nominees
1964,MUSIC (Song),Music by Riz Ortolani and Nino Oliviero; Lyrics by Norman Newell,"""Mondo Cane""",nominees
1964,MUSIC (Song),Music by Dimitri Tiomkin; Lyrics by Paul Francis Webster,"""55 Days at Peking""",nominees
1964,BEST PICTURE,"Tony Richardson, Producer","""Tom Jones""",Winner
1964,BEST PICTURE,"Elia Kazan, Producer","""America America""",nominees
1964,BEST PICTURE,"Walter Wanger, Producer","""Cleopatra""",nominees
1964,BEST PICTURE,"Bernard Smith, Producer","""How the West Was Won""",nominees
1964,BEST PICTURE,"Ralph Nelson, Producer","""Lilies of the Field""",nominees
1964,SHORT SUBJECT (Cartoon),"Ernest Pintoff, Producer","""The Critic""",Winner
1964,SHORT SUBJECT (Cartoon),"John Halas, Producer","""Automania 2000""",nominees
1964,SHORT SUBJECT (Cartoon),"Dusan Vukotic, Producer","""The Game (Igra)""",nominees
1964,SHORT SUBJECT (Cartoon),"Colin Low and Tom Daly, Producers","""My Financial Career""",nominees
1964,SHORT SUBJECT (Cartoon),"Carmen D'Avino, Producer","""Pianissimo""",nominees
1964,SHORT SUBJECT (Live Action),"Paul de Roubaix and Marcel Ichac, Producers","""An Occurrence at Owl Creek Bridge""",Winner
1964,SHORT SUBJECT (Live Action),"Ezra Baker, Producer","""The Concert""",nominees
1964,SHORT SUBJECT (Live Action),"James Hill, Producer","""Home-Made Car""",nominees
1964,SHORT SUBJECT (Live Action),"Christopher Miles, Producer","""Six-Sided Triangle""",nominees
1964,SHORT SUBJECT (Live Action),"Walker Stuart, Producer","""That's Me""",nominees
1964,SOUND,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director","""How the West Was Won""",Winner
1964,SOUND,"Columbia Studio Sound Department, Charles Rice, Sound Director","""Bye Bye Birdie""",nominees
1964,SOUND,"Universal City Studio Sound Department, Waldon O. Watson, Sound Director","""Captain Newman, M.D.""",nominees
1964,SOUND,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director","""Cleopatra""",nominees
1964,SOUND,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director","""It's a Mad, Mad, Mad, Mad World""",nominees
1964,SOUND EFFECTS,Walter G. Elliott,"""It's a Mad, Mad, Mad, Mad World""",Winner
1964,SOUND EFFECTS,Robert L. Bratton,"""A Gathering of Eagles""",nominees
1964,SPECIAL EFFECTS,"Emil Kosa, Jr.","""Cleopatra""",Winner
1964,SPECIAL EFFECTS,Ub Iwerks,"""The Birds""",nominees
1964,WRITING (Screenplay--based on material from another medium),John Osborne,"""Tom Jones""",Winner
1964,WRITING (Screenplay--based on material from another medium),"Richard L. Breen, Phoebe Ephron, Henry Ephron","""Captain Newman, M.D.""",nominees
1964,WRITING (Screenplay--based on material from another medium),"Irving Ravetch, Harriet Frank, Jr.","""Hud""",nominees
1964,WRITING (Screenplay--based on material from another medium),James Poe,"""Lilies of the Field""",nominees
1964,WRITING (Screenplay--based on material from another medium),"Serge Bourguignon, Antoine Tudal","""Sundays and Cybele""",nominees
1964,WRITING (Story and Screenplay--written directly for the screen),James R. Webb,"""How the West Was Won""",Winner
1964,WRITING (Story and Screenplay--written directly for the screen),Elia Kazan,"""America America""",nominees
1964,WRITING (Story and Screenplay--written directly for the screen),"Federico Fellini, Ennio Flaiano, Tullio Pinelli, Brunello Rondi","""Federico Fellini's 8-1/2""",nominees
1964,WRITING (Story and Screenplay--written directly for the screen),"Story by Pasquale Festa Campanile, Massimo Franciosa, Nanni Loy, Vasco Pratolini;  Screenplay by Carlo Bernari, Pasquale Festa Campanile, Massimo Franciosa, Nanni Loy","""The Four Days of Naples""",nominees
1964,WRITING (Story and Screenplay--written directly for the screen),Arnold Schulman,"""Love with the Proper Stranger""",nominees
1964,IRVING G. THALBERG MEMORIAL AWARD,Sam Spiegel,,Winner
1963,ACTOR,Gregory Peck,"""To Kill a Mockingbird""",Winner
1963,ACTOR,Burt Lancaster,"""Birdman of Alcatraz""",nominees
1963,ACTOR,Jack Lemmon,"""Days of Wine and Roses""",nominees
1963,ACTOR,Marcello Mastroianni,"""Divorce--Italian Style""",nominees
1963,ACTOR,Peter O'Toole,"""Lawrence of Arabia""",nominees
1963,ACTOR IN A SUPPORTING ROLE,Ed Begley,"""Sweet Bird of Youth""",Winner
1963,ACTOR IN A SUPPORTING ROLE,Victor Buono,"""What Ever Happened to Baby Jane?""",nominees
1963,ACTOR IN A SUPPORTING ROLE,Telly Savalas,"""Birdman of Alcatraz""",nominees
1963,ACTOR IN A SUPPORTING ROLE,Omar Sharif,"""Lawrence of Arabia""",nominees
1963,ACTOR IN A SUPPORTING ROLE,Terence Stamp,"""Billy Budd""",nominees
1963,ACTRESS,Anne Bancroft,"""The Miracle Worker""",Winner
1963,ACTRESS,Bette Davis,"""What Ever Happened to Baby Jane?""",nominees
1963,ACTRESS,Katharine Hepburn,"""Long Day's Journey into Night""",nominees
1963,ACTRESS,Geraldine Page,"""Sweet Bird of Youth""",nominees
1963,ACTRESS,Lee Remick,"""Days of Wine and Roses""",nominees
1963,ACTRESS IN A SUPPORTING ROLE,Patty Duke,"""The Miracle Worker""",Winner
1963,ACTRESS IN A SUPPORTING ROLE,Mary Badham,"""To Kill a Mockingbird""",nominees
1963,ACTRESS IN A SUPPORTING ROLE,Shirley Knight,"""Sweet Bird of Youth""",nominees
1963,ACTRESS IN A SUPPORTING ROLE,Angela Lansbury,"""The Manchurian Candidate""",nominees
1963,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,"""Birdman of Alcatraz""",nominees
1963,ART DIRECTION (Black-and-White),"Art Direction:  Alexander Golitzen, Henry Bumstead;  Set Decoration:  Oliver Emert","""To Kill a Mockingbird""",Winner
1963,ART DIRECTION (Black-and-White),Art Direction:  Joseph Wright;  Set Decoration:  George James Hopkins,"""Days of Wine and Roses""",nominees
1963,ART DIRECTION (Black-and-White),"Art Direction:  Ted Haworth, Leon Barsacq, Vincent Korda;  Set Decoration:  Gabriel Bechir","""The Longest Day""",nominees
1963,ART DIRECTION (Black-and-White),"Art Direction:  George W. Davis, Edward Carfagno;  Set Decoration:  Henry Grace, Dick Pefferle","""Period of Adjustment""",nominees
1963,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Frank R. McKelvy","""The Pigeon That Took Rome""",nominees
1963,ART DIRECTION (Color),"Art Direction:  John Box, John Stoll;  Set Decoration:  Dario Simoni","""Lawrence of Arabia""",Winner
1963,ART DIRECTION (Color),Art Direction:  Paul Groesse;  Set Decoration:  George James Hopkins,"""Meredith Willson's The Music Man""",nominees
1963,ART DIRECTION (Color),"Art Direction:  George W. Davis, J. McMillan Johnson;  Set Decoration:  Henry Grace, Hugh Hunt","""Mutiny on the Bounty""",nominees
1963,ART DIRECTION (Color),"Art Direction:  Alexander Golitzen, Robert Clatworthy;  Set Decoration:  George Milo","""That Touch of Mink""",nominees
1963,ART DIRECTION (Color),"Art Direction:  George W. Davis, Edward Carfagno;  Set Decoration:  Henry Grace, Dick Pefferle","""The Wonderful World of the Brothers Grimm""",nominees
1963,CINEMATOGRAPHY (Black-and-White),"Jean Bourgoin, Walter Wottitz, (Henri Persin)","""The Longest Day""",Winner
1963,CINEMATOGRAPHY (Black-and-White),Burnett Guffey,"""Birdman of Alcatraz""",nominees
1963,CINEMATOGRAPHY (Black-and-White),Russell Harlan,"""To Kill a Mockingbird""",nominees
1963,CINEMATOGRAPHY (Black-and-White),Ted McCord,"""Two for the Seesaw""",nominees
1963,CINEMATOGRAPHY (Black-and-White),Ernest Haller,"""What Ever Happened to Baby Jane?""",nominees
1963,CINEMATOGRAPHY (Color),Fred A. Young,"""Lawrence of Arabia""",Winner
1963,CINEMATOGRAPHY (Color),"Harry Stradling, Sr.","""Gypsy""",nominees
1963,CINEMATOGRAPHY (Color),Russell Harlan,"""Hatari!""",nominees
1963,CINEMATOGRAPHY (Color),Robert L. Surtees,"""Mutiny on the Bounty""",nominees
1963,CINEMATOGRAPHY (Color),Paul C. Vogel,"""The Wonderful World of the Brothers Grimm""",nominees
1963,COSTUME DESIGN (Black-and-White),Norma Koch,"""What Ever Happened to Baby Jane?""",Winner
1963,COSTUME DESIGN (Black-and-White),Don Feld,"""Days of Wine and Roses""",nominees
1963,COSTUME DESIGN (Black-and-White),Edith Head,"""The Man Who Shot Liberty Valance""",nominees
1963,COSTUME DESIGN (Black-and-White),Ruth Morley,"""The Miracle Worker""",nominees
1963,COSTUME DESIGN (Black-and-White),Denny Vachlioti,"""Phaedra""",nominees
1963,COSTUME DESIGN (Color),Mary Wills,"""The Wonderful World of the Brothers Grimm""",Winner
1963,COSTUME DESIGN (Color),Bill Thomas,"""Bon Voyage!""",nominees
1963,COSTUME DESIGN (Color),Orry-Kelly,"""Gypsy""",nominees
1963,COSTUME DESIGN (Color),Dorothy Jeakins,"""Meredith Willson's The Music Man""",nominees
1963,COSTUME DESIGN (Color),Edith Head,"""My Geisha""",nominees
1963,DIRECTING,David Lean,"""Lawrence of Arabia""",Winner
1963,DIRECTING,Frank Perry,"""David and Lisa""",nominees
1963,DIRECTING,Pietro Germi,"""Divorce--Italian Style""",nominees
1963,DIRECTING,Arthur Penn,"""The Miracle Worker""",nominees
1963,DIRECTING,Robert Mulligan,"""To Kill a Mockingbird""",nominees
1963,DOCUMENTARY (Feature),"Louis Clyde Stoumen, Producer","""Black Fox""",Winner
1963,DOCUMENTARY (Feature),"Hugo Niebeling, Producer","""Alvorada (Brazil's Changing Face)""",nominees
1963,DOCUMENTARY (Short Subject),"Jack Howells, Producer","""Dylan Thomas""",Winner
1963,DOCUMENTARY (Short Subject),"William L. Hendricks, Producer","""The John Glenn Story""",nominees
1963,DOCUMENTARY (Short Subject),"Robert Saudek, Producer","""The Road to the Wall""",nominees
1963,FILM EDITING,Anne Coates,"""Lawrence of Arabia""",Winner
1963,FILM EDITING,Samuel E. Beetley,"""The Longest Day""",nominees
1963,FILM EDITING,Ferris Webster,"""The Manchurian Candidate""",nominees
1963,FILM EDITING,William Ziegler,"""Meredith Willson's The Music Man""",nominees
1963,FILM EDITING,"John McSweeney, Jr.","""Mutiny on the Bounty""",nominees
1963,FOREIGN LANGUAGE FILM,France,"""Sundays and Cybele""",Winner
1963,FOREIGN LANGUAGE FILM,Greece,"""Electra""",nominees
1963,FOREIGN LANGUAGE FILM,Italy,"""The Four Days of Naples""",nominees
1963,FOREIGN LANGUAGE FILM,Brazil,"""Keeper of Promises (The Given Word)""",nominees
1963,FOREIGN LANGUAGE FILM,Mexico,"""Tlayucan""",nominees
1963,MUSIC (Music Score--substantially original),Maurice Jarre,"""Lawrence of Arabia""",Winner
1963,MUSIC (Music Score--substantially original),Jerry Goldsmith,"""Freud""",nominees
1963,MUSIC (Music Score--substantially original),Bronislau Kaper,"""Mutiny on the Bounty""",nominees
1963,MUSIC (Music Score--substantially original),Franz Waxman,"""Taras Bulba""",nominees
1963,MUSIC (Music Score--substantially original),Elmer Bernstein,"""To Kill a Mockingbird""",nominees
