YEAR,category,aktor,film,type
1996,SHORT FILM (Animated),Chris Bailey,"""Runaway Brain""",nominees
1996,SHORT FILM (Live Action),"Christine Lahti, Jana Sue Memel","""Lieberman in Love""",Winner
1996,SHORT FILM (Live Action),"Luke Cresswell, Steve McNicholas","""Brooms""",nominees
1996,SHORT FILM (Live Action),"Griffin Dunne, Thom Colwell","""Duke of Groove""",nominees
1996,SHORT FILM (Live Action),"Jeff Goldblum, Tikki Goldberg","""Little Surprises""",nominees
1996,SHORT FILM (Live Action),"Dianne Houston, Joy Ryan","""Tuesday Morning Ride""",nominees
1996,SOUND,"Rick Dior, Steve Pederson, Scott Millan, David MacMillan","""Apollo 13""",Winner
1996,SOUND,"Donald O. Mitchell, Frank A. Montaño, Michael Herbick, Petur Hliddal","""Batman Forever""",nominees
1996,SOUND,"Andy Nelson, Scott Millan, Anna Behlmer, Brian Simmons","""Braveheart""",nominees
1996,SOUND,"Kevin O'Connell, Rick Kline, Gregory H. Watkins, William B. Kaplan","""Crimson Tide""",nominees
1996,SOUND,"Steve Maslow, Gregg Landaker, Keith A. Wester","""Waterworld""",nominees
1996,SOUND EFFECTS EDITING,"Lon Bender, Per Hallberg","""Braveheart""",Winner
1996,SOUND EFFECTS EDITING,"John Leveque, Bruce Stambler","""Batman Forever""",nominees
1996,SOUND EFFECTS EDITING,George Watters II,"""Crimson Tide""",nominees
1996,VISUAL EFFECTS,"Scott E. Anderson, Charles Gibson, Neal Scanlan, John Cox","""Babe""",Winner
1996,VISUAL EFFECTS,"Robert Legato, Michael Kanfer, Leslie Ekker, Matt Sweeney","""Apollo 13""",nominees
1996,WRITING (Screenplay Based on Material Previously Produced or Published),Emma Thompson,"""Sense and Sensibility""",Winner
1996,WRITING (Screenplay Based on Material Previously Produced or Published),"William Broyles, Jr., Al Reinert","""Apollo 13""",nominees
1996,WRITING (Screenplay Based on Material Previously Produced or Published),"George Miller, Chris Noonan","""Babe""",nominees
1996,WRITING (Screenplay Based on Material Previously Produced or Published),Mike Figgis,"""Leaving Las Vegas""",nominees
1996,WRITING (Screenplay Based on Material Previously Produced or Published),"Anna Pavignano, Michael Radford, Furio Scarpelli, Giacomo Scarpelli, Massimo Troisi","""The Postman (Il Postino)""",nominees
1996,WRITING (Screenplay Written Directly for the Screen),Christopher McQuarrie,"""The Usual Suspects""",Winner
1996,WRITING (Screenplay Written Directly for the Screen),Randall Wallace,"""Braveheart""",nominees
1996,WRITING (Screenplay Written Directly for the Screen),Woody Allen,"""Mighty Aphrodite""",nominees
1996,WRITING (Screenplay Written Directly for the Screen),"Stephen J. Rivele, Christopher Wilkinson, Oliver Stone","""Nixon""",nominees
1996,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Joss Whedon, Andrew Stanton, Joel Cohen, Alec Sokolow;  Story by John Lasseter, Peter Docter, Andrew Stanton, Joe Ranft","""Toy Story""",nominees
1996,SPECIAL ACHIEVEMENT AWARD,John Lasseter,,Winner
1996,HONORARY AWARD,Kirk Douglas,,Winner
1996,HONORARY AWARD,Chuck Jones,,Winner
1995,ACTOR IN A LEADING ROLE,Tom Hanks,"""Forrest Gump""",Winner
1995,ACTOR IN A LEADING ROLE,Morgan Freeman,"""The Shawshank Redemption""",nominees
1995,ACTOR IN A LEADING ROLE,Nigel Hawthorne,"""The Madness of King George""",nominees
1995,ACTOR IN A LEADING ROLE,Paul Newman,"""Nobody's Fool""",nominees
1995,ACTOR IN A LEADING ROLE,John Travolta,"""Pulp Fiction""",nominees
1995,ACTOR IN A SUPPORTING ROLE,Martin Landau,"""Ed Wood""",Winner
1995,ACTOR IN A SUPPORTING ROLE,Samuel L. Jackson,"""Pulp Fiction""",nominees
1995,ACTOR IN A SUPPORTING ROLE,Chazz Palminteri,"""Bullets over Broadway""",nominees
1995,ACTOR IN A SUPPORTING ROLE,Paul Scofield,"""Quiz Show""",nominees
1995,ACTOR IN A SUPPORTING ROLE,Gary Sinise,"""Forrest Gump""",nominees
1995,ACTRESS IN A LEADING ROLE,Jessica Lange,"""Blue Sky""",Winner
1995,ACTRESS IN A LEADING ROLE,Jodie Foster,"""Nell""",nominees
1995,ACTRESS IN A LEADING ROLE,Miranda Richardson,"""Tom & Viv""",nominees
1995,ACTRESS IN A LEADING ROLE,Winona Ryder,"""Little Women""",nominees
1995,ACTRESS IN A LEADING ROLE,Susan Sarandon,"""The Client""",nominees
1995,ACTRESS IN A SUPPORTING ROLE,Dianne Wiest,"""Bullets over Broadway""",Winner
1995,ACTRESS IN A SUPPORTING ROLE,Rosemary Harris,"""Tom & Viv""",nominees
1995,ACTRESS IN A SUPPORTING ROLE,Helen Mirren,"""The Madness of King George""",nominees
1995,ACTRESS IN A SUPPORTING ROLE,Uma Thurman,"""Pulp Fiction""",nominees
1995,ACTRESS IN A SUPPORTING ROLE,Jennifer Tilly,"""Bullets over Broadway""",nominees
1995,ART DIRECTION,Art Direction:  Ken Adam;  Set Decoration:  Carolyn Scott,"""The Madness of King George""",Winner
1995,ART DIRECTION,Art Direction:  Santo Loquasto;  Set Decoration:  Susan Bode,"""Bullets over Broadway""",nominees
1995,ART DIRECTION,Art Direction:  Rick Carter;  Set Decoration:  Nancy Haigh,"""Forrest Gump""",nominees
1995,ART DIRECTION,Art Direction:  Dante Ferretti;  Set Decoration:  Francesca Lo Schiavo,"""Interview with the Vampire""",nominees
1995,ART DIRECTION,Art Direction:  Lilly Kilvert;  Set Decoration:  Dorree Cooper,"""Legends of the Fall""",nominees
1995,CINEMATOGRAPHY,John Toll,"""Legends of the Fall""",Winner
1995,CINEMATOGRAPHY,Don Burgess,"""Forrest Gump""",nominees
1995,CINEMATOGRAPHY,Piotr Sobocinski,"""Red""",nominees
1995,CINEMATOGRAPHY,Roger Deakins,"""The Shawshank Redemption""",nominees
1995,CINEMATOGRAPHY,Owen Roizman,"""Wyatt Earp""",nominees
1995,COSTUME DESIGN,"Lizzy Gardiner, Tim Chappel","""The Adventures of Priscilla, Queen of the Desert""",Winner
1995,COSTUME DESIGN,Jeffrey Kurland,"""Bullets over Broadway""",nominees
1995,COSTUME DESIGN,Colleen Atwood,"""Little Women""",nominees
1995,COSTUME DESIGN,April Ferry,"""Maverick""",nominees
1995,COSTUME DESIGN,Moidele Bickel,"""Queen Margot""",nominees
1995,DIRECTING,Robert Zemeckis,"""Forrest Gump""",Winner
1995,DIRECTING,Woody Allen,"""Bullets over Broadway""",nominees
1995,DIRECTING,Quentin Tarantino,"""Pulp Fiction""",nominees
1995,DIRECTING,Robert Redford,"""Quiz Show""",nominees
1995,DIRECTING,Krzysztof Kieslowski,"""Red""",nominees
1995,DOCUMENTARY (Feature),"Freida Lee Mock, Terry Sanders","""Maya Lin: A Strong Clear Vision""",Winner
1995,DOCUMENTARY (Feature),Deborah Hoffmann,"""Complaints of a Dutiful Daughter""",nominees
1995,DOCUMENTARY (Feature),Charles Guggenheim,"""D-Day Remembered""",nominees
1995,DOCUMENTARY (Feature),"Connie Field, Marilyn Mulford","""Freedom on My Mind""",nominees
1995,DOCUMENTARY (Feature),Jean Bach,"""A Great Day in Harlem""",nominees
1995,DOCUMENTARY (Short Subject),Charles Guggenheim,"""A Time for Justice""",Winner
1995,DOCUMENTARY (Short Subject),"Vince DiPersio, Bill Guttentag","""Blues Highway""",nominees
1995,DOCUMENTARY (Short Subject),Marcel Lozinski,"""89mm od Europy (89mm from Europe)""",nominees
1995,DOCUMENTARY (Short Subject),Robert Richter,"""School of Assassins""",nominees
1995,DOCUMENTARY (Short Subject),"Dee Mosbacher, Frances Reid","""Straight from the Heart""",nominees
1995,FILM EDITING,Arthur Schmidt,"""Forrest Gump""",Winner
1995,FILM EDITING,"Frederick Marx, Steve James, Bill Haugse","""Hoop Dreams""",nominees
1995,FILM EDITING,Sally Menke,"""Pulp Fiction""",nominees
1995,FILM EDITING,Richard Francis-Bruce,"""The Shawshank Redemption""",nominees
1995,FILM EDITING,John Wright,"""Speed""",nominees
1995,FOREIGN LANGUAGE FILM,Russia,"""Burnt by the Sun""",Winner
1995,FOREIGN LANGUAGE FILM,The Former Yugoslav Republic of Macedonia,"""Before the Rain""",nominees
1995,FOREIGN LANGUAGE FILM,Taiwan,"""Eat Drink Man Woman""",nominees
1995,FOREIGN LANGUAGE FILM,Belgium,"""Farinelli: Il Castrato""",nominees
1995,FOREIGN LANGUAGE FILM,Cuba,"""Strawberry and Chocolate""",nominees
1995,MAKEUP,"Rick Baker, Ve Neill, Yolanda Toussieng","""Ed Wood""",Winner
1995,MAKEUP,"Daniel C. Striepeke, Hallie D'Amore, Judith A. Cory","""Forrest Gump""",nominees
1995,MAKEUP,"Daniel Parker, Paul Engelen, Carol Hemming","""Mary Shelley's Frankenstein""",nominees
1995,MUSIC (Original Score),Hans Zimmer,"""The Lion King""",Winner
1995,MUSIC (Original Score),Alan Silvestri,"""Forrest Gump""",nominees
1995,MUSIC (Original Score),Elliot Goldenthal,"""Interview with the Vampire""",nominees
1995,MUSIC (Original Score),Thomas Newman,"""Little Women""",nominees
1995,MUSIC (Original Score),Thomas Newman,"""The Shawshank Redemption""",nominees
1995,MUSIC (Original Song),Music by Elton John; Lyric by Tim Rice,"""The Lion King""",Winner
1995,MUSIC (Original Song),Music by Elton John; Lyric by Tim Rice,"""The Lion King""",nominees
1995,MUSIC (Original Song),Music by Elton John; Lyric by Tim Rice,"""The Lion King""",nominees
1995,MUSIC (Original Song),"Music and Lyric by Carole Bayer Sager, James Newton Howard, James Ingram and Patty Smyth","""Junior""",nominees
1995,MUSIC (Original Song),Music and Lyric by Randy Newman,"""The Paper""",nominees
1995,BEST PICTURE,"Wendy Finerman, Steve Tisch and Steve Starkey, Producers","""Forrest Gump""",Winner
1995,BEST PICTURE,"Duncan Kenworthy, Producer","""Four Weddings and a Funeral""",nominees
1995,BEST PICTURE,"Lawrence Bender, Producer","""Pulp Fiction""",nominees
1995,BEST PICTURE,"Robert Redford, Michael Jacobs, Julian Krainin and Michael Nozik, Producers","""Quiz Show""",nominees
1995,BEST PICTURE,"Niki Marvin, Producer","""The Shawshank Redemption""",nominees
1995,SHORT FILM (Animated),"Alison Snowden, David Fine","""Bob's Birthday""",Winner
1995,SHORT FILM (Animated),"Tim Watts, David Stoten","""The Big Story""",nominees
1995,SHORT FILM (Animated),Vanessa Schwartz,"""The Janitor""",nominees
1995,SHORT FILM (Animated),Michael Dudok de Wit,"""The Monk and the Fish""",nominees
1995,SHORT FILM (Animated),Erica Russell,"""Triangle""",nominees
1995,SHORT FILM (Live Action),"Peter Capaldi, Ruth Kenley-Letts","""Franz Kafka's It's a Wonderful Life""",Winner
1995,SHORT FILM (Live Action),"Peggy Rajski, Randy Stone","""Trevor""",Winner
1995,SHORT FILM (Live Action),"Sean Astin, Christine Astin","""Kangaroo Court""",nominees
1995,SHORT FILM (Live Action),"JoBeth Williams, Michele McGuire","""On Hope""",nominees
1995,SHORT FILM (Live Action),"Paul Unwin, Nick Vivian","""Syrup""",nominees
1995,SOUND,"Gregg Landaker, Steve Maslow, Bob Beemer, David R. B. MacMillan","""Speed""",Winner
1995,SOUND,"Donald O. Mitchell, Michael Herbick, Frank A. Montaño, Arthur Rochester","""Clear and Present Danger""",nominees
1995,SOUND,"Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan","""Forrest Gump""",nominees
1995,SOUND,"Paul Massey, David Campbell, Christopher David, Douglas Ganton","""Legends of the Fall""",nominees
1995,SOUND,"Robert J. Litt, Elliot Tyson, Michael Herbick, Willie Burton","""The Shawshank Redemption""",nominees
1995,SOUND EFFECTS EDITING,Stephen Hunter Flick,"""Speed""",Winner
1995,SOUND EFFECTS EDITING,"Bruce Stambler, John Leveque","""Clear and Present Danger""",nominees
1995,SOUND EFFECTS EDITING,"Gloria S. Borders, Randy Thom","""Forrest Gump""",nominees
1995,VISUAL EFFECTS,"Ken Ralston, George Murphy, Stephen Rosenbaum, Allen Hall","""Forrest Gump""",Winner
1995,VISUAL EFFECTS,"Scott Squires, Steve Williams, Tom Bertino, Jon Farhat","""The Mask""",nominees
1995,VISUAL EFFECTS,"John Bruno, Thomas L. Fisher, Jacques Stroweis, Patrick McClung","""True Lies""",nominees
1995,WRITING (Screenplay Based on Material Previously Produced or Published),Eric Roth,"""Forrest Gump""",Winner
1995,WRITING (Screenplay Based on Material Previously Produced or Published),Alan Bennett,"""The Madness of King George""",nominees
1995,WRITING (Screenplay Based on Material Previously Produced or Published),Robert Benton,"""Nobody's Fool""",nominees
1995,WRITING (Screenplay Based on Material Previously Produced or Published),Paul Attanasio,"""Quiz Show""",nominees
1995,WRITING (Screenplay Based on Material Previously Produced or Published),Frank Darabont,"""The Shawshank Redemption""",nominees
1995,WRITING (Screenplay Written Directly for the Screen),Screenplay by Quentin Tarantino;  Stories by Quentin Tarantino & Roger Avary,"""Pulp Fiction""",Winner
1995,WRITING (Screenplay Written Directly for the Screen),"Woody Allen, Douglas McGrath","""Bullets over Broadway""",nominees
1995,WRITING (Screenplay Written Directly for the Screen),Richard Curtis,"""Four Weddings and a Funeral""",nominees
1995,WRITING (Screenplay Written Directly for the Screen),"Frances Walsh, Peter Jackson","""Heavenly Creatures""",nominees
1995,WRITING (Screenplay Written Directly for the Screen),"Krzysztof Piesiewicz, Krzysztof Kieslowski","""Red""",nominees
1995,JEAN HERSHOLT HUMANITARIAN AWARD,Quincy Jones,,Winner
1995,HONORARY AWARD,Michelangelo Antonioni in recognition of his place as one of the cinema's master visual stylists.,,Winner
1995,IRVING G. THALBERG MEMORIAL AWARD,Clint Eastwood,,Winner
1994,ACTOR IN A LEADING ROLE,Tom Hanks,"""Philadelphia""",Winner
1994,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,"""In the Name of the Father""",nominees
1994,ACTOR IN A LEADING ROLE,Laurence Fishburne,"""What's Love Got to Do with It""",nominees
1994,ACTOR IN A LEADING ROLE,Anthony Hopkins,"""The Remains of the Day""",nominees
1994,ACTOR IN A LEADING ROLE,Liam Neeson,"""Schindler's List""",nominees
1994,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,"""The Fugitive""",Winner
1994,ACTOR IN A SUPPORTING ROLE,Leonardo DiCaprio,"""What's Eating Gilbert Grape""",nominees
1994,ACTOR IN A SUPPORTING ROLE,Ralph Fiennes,"""Schindler's List""",nominees
1994,ACTOR IN A SUPPORTING ROLE,John Malkovich,"""In the Line of Fire""",nominees
1994,ACTOR IN A SUPPORTING ROLE,Pete Postlethwaite,"""In the Name of the Father""",nominees
1994,ACTRESS IN A LEADING ROLE,Holly Hunter,"""The Piano""",Winner
1994,ACTRESS IN A LEADING ROLE,Angela Bassett,"""What's Love Got to Do with It""",nominees
1994,ACTRESS IN A LEADING ROLE,Stockard Channing,"""Six Degrees of Separation""",nominees
1994,ACTRESS IN A LEADING ROLE,Emma Thompson,"""The Remains of the Day""",nominees
1994,ACTRESS IN A LEADING ROLE,Debra Winger,"""Shadowlands""",nominees
1994,ACTRESS IN A SUPPORTING ROLE,Anna Paquin,"""The Piano""",Winner
1994,ACTRESS IN A SUPPORTING ROLE,Holly Hunter,"""The Firm""",nominees
1994,ACTRESS IN A SUPPORTING ROLE,Rosie Perez,"""Fearless""",nominees
1994,ACTRESS IN A SUPPORTING ROLE,Winona Ryder,"""The Age of Innocence""",nominees
1994,ACTRESS IN A SUPPORTING ROLE,Emma Thompson,"""In the Name of the Father""",nominees
1994,ART DIRECTION,Art Direction:  Allan Starski;  Set Decoration:  Ewa Braun,"""Schindler's List""",Winner
1994,ART DIRECTION,Art Direction:  Ken Adam;  Set Decoration:  Marvin March,"""Addams Family Values""",nominees
1994,ART DIRECTION,Art Direction:  Dante Ferretti;  Set Decoration:  Robert J. Franco,"""The Age of Innocence""",nominees
1994,ART DIRECTION,"Art Direction:  Ben Van Os, Jan Roelfs","""Orlando""",nominees
1994,ART DIRECTION,Art Direction:  Luciana Arrighi;  Set Decoration:  Ian Whittaker,"""The Remains of the Day""",nominees
1994,CINEMATOGRAPHY,Janusz Kaminski,"""Schindler's List""",Winner
1994,CINEMATOGRAPHY,Gu Changwei,"""Farewell My Concubine""",nominees
1994,CINEMATOGRAPHY,Michael Chapman,"""The Fugitive""",nominees
1994,CINEMATOGRAPHY,Stuart Dryburgh,"""The Piano""",nominees
1994,CINEMATOGRAPHY,Conrad L. Hall,"""Searching for Bobby Fischer""",nominees
1994,COSTUME DESIGN,Gabriella Pescucci,"""The Age of Innocence""",Winner
1994,COSTUME DESIGN,Sandy Powell,"""Orlando""",nominees
1994,COSTUME DESIGN,Janet Patterson,"""The Piano""",nominees
1994,COSTUME DESIGN,"Jenny Beavan, John Bright","""The Remains of the Day""",nominees
1994,COSTUME DESIGN,Anna Biedrzycka-Sheppard,"""Schindler's List""",nominees
1994,DIRECTING,Steven Spielberg,"""Schindler's List""",Winner
1994,DIRECTING,Jim Sheridan,"""In the Name of the Father""",nominees
1994,DIRECTING,Jane Campion,"""The Piano""",nominees
1994,DIRECTING,James Ivory,"""The Remains of the Day""",nominees
1994,DIRECTING,Robert Altman,"""Short Cuts""",nominees
1994,DOCUMENTARY (Feature),"Susan Raymond, Alan Raymond","""I Am a Promise: The Children of Stanton Elementary School""",Winner
1994,DOCUMENTARY (Feature),"David Paperny, Arthur Ginsberg","""The Broadcast Tapes of Dr. Peter""",nominees
1994,DOCUMENTARY (Feature),"Susan Todd, Andrew Young","""Children of Fate""",nominees
1994,DOCUMENTARY (Feature),"David Collier, Betsy Thompson","""For Better or for Worse""",nominees
1994,DOCUMENTARY (Feature),"D.A. Pennebaker, Chris Hegedus","""The War Room""",nominees
1994,DOCUMENTARY (Short Subject),"Margaret Lazarus, Renner Wunderlich","""Defending Our Lives""",Winner
1994,DOCUMENTARY (Short Subject),"Steven Cantor, Peter Spirer","""Blood Ties: The Life and Work of Sally Mann""",nominees
1994,DOCUMENTARY (Short Subject),"Elaine Holliman, Jason Schneider","""Chicks in White Satin""",nominees
1994,FILM EDITING,Michael Kahn,"""Schindler's List""",Winner
1994,FILM EDITING,"Dennis Virkler, David Finfer, Dean Goodhill, Don Brochu, Richard Nord, Dov Hoenig","""The Fugitive""",nominees
1994,FILM EDITING,Anne V. Coates,"""In the Line of Fire""",nominees
1994,FILM EDITING,Gerry Hambling,"""In the Name of the Father""",nominees
1994,FILM EDITING,Veronika Jenet,"""The Piano""",nominees
1994,FOREIGN LANGUAGE FILM,Spain,"""Belle Epoque""",Winner
1994,FOREIGN LANGUAGE FILM,Hong Kong,"""Farewell My Concubine""",nominees
1994,FOREIGN LANGUAGE FILM,United Kingdom,"""Hedd Wyn""",nominees
1994,FOREIGN LANGUAGE FILM,Vietnam,"""The Scent of Green Papaya""",nominees
1994,FOREIGN LANGUAGE FILM,Taiwan,"""The Wedding Banquet""",nominees
1994,MAKEUP,"Greg Cannom, Ve Neill, Yolanda Toussieng","""Mrs. Doubtfire""",Winner
1994,MAKEUP,"Carl Fullerton, Alan D'Angerio","""Philadelphia""",nominees
1994,MAKEUP,"Christina Smith, Matthew Mungle, Judy Alexander Cory","""Schindler's List""",nominees
1994,MUSIC (Original Score),John Williams,"""Schindler's List""",Winner
1994,MUSIC (Original Score),Elmer Bernstein,"""The Age of Innocence""",nominees
1994,MUSIC (Original Score),Dave Grusin,"""The Firm""",nominees
1994,MUSIC (Original Score),James Newton Howard,"""The Fugitive""",nominees
1994,MUSIC (Original Score),Richard Robbins,"""The Remains of the Day""",nominees
1994,MUSIC (Original Song),Music and Lyric by Bruce Springsteen,"""Philadelphia""",Winner
1994,MUSIC (Original Song),"Music and Lyric by Janet Jackson, James Harris III and Terry Lewis","""Poetic Justice""",nominees
1994,MUSIC (Original Song),"Music and Lyric by Carole Bayer Sager, James Ingram and Clif Magness","""Beethoven's 2nd""",nominees
1994,MUSIC (Original Song),Music and Lyric by Neil Young,"""Philadelphia""",nominees
1994,MUSIC (Original Song),Music by Marc Shaiman; Lyric by Ramsey McLean,"""Sleepless in Seattle""",nominees
1994,BEST PICTURE,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers","""Schindler's List""",Winner
1994,BEST PICTURE,"Arnold Kopelson, Producer","""The Fugitive""",nominees
1994,BEST PICTURE,"Jim Sheridan, Producer","""In the Name of the Father""",nominees
1994,BEST PICTURE,"Jan Chapman, Producer","""The Piano""",nominees
1994,BEST PICTURE,"Mike Nichols, John Calley and Ismail Merchant, Producers","""The Remains of the Day""",nominees
1994,SHORT FILM (Animated),Nick Park,"""The Wrong Trousers""",Winner
1994,SHORT FILM (Animated),Stephen Palmer,"""Blindscape""",nominees
1994,SHORT FILM (Animated),"Frédéric Back, Hubert Tison","""The Mighty River""",nominees
1994,SHORT FILM (Animated),"Bob Godfrey, Kevin Baldwin","""Small Talk""",nominees
1994,SHORT FILM (Animated),Mark Baker,"""The Village""",nominees
1994,SHORT FILM (Live Action),Pepe Danquart,"""Black Rider (Schwarzfahrer)""",Winner
1994,SHORT FILM (Live Action),"Stacy Title, Jonathan Penner","""Down on the Waterfront""",nominees
1994,SHORT FILM (Live Action),"Susan Seidelman, Jonathan Brett","""The Dutch Master""",nominees
1994,SHORT FILM (Live Action),"Peter Weller, Jana Sue Memel","""Partners""",nominees
1994,SHORT FILM (Live Action),Didier Flamand,"""The Screw (La Vis)""",nominees
1994,SOUND,"Gary Summers, Gary Rydstrom, Shawn Murphy, Ron Judkins","""Jurassic Park""",Winner
1994,SOUND,"Michael Minkler, Bob Beemer, Tim Cooney","""Cliffhanger""",nominees
1994,SOUND,"Donald O. Mitchell, Michael Herbick, Frank A. Montaño, Scott D. Smith","""The Fugitive""",nominees
1994,SOUND,"Chris Carpenter, D. M. Hemphill, Bill W. Benton, Lee Orloff","""Geronimo: An American Legend""",nominees
1994,SOUND,"Andy Nelson, Steve Pederson, Scott Millan, Ron Judkins","""Schindler's List""",nominees
1994,SOUND EFFECTS EDITING,"Gary Rydstrom, Richard Hymns","""Jurassic Park""",Winner
1994,SOUND EFFECTS EDITING,"Wylie Stateman, Gregg Baxter","""Cliffhanger""",nominees
1994,SOUND EFFECTS EDITING,"John Leveque, Bruce Stambler","""The Fugitive""",nominees
1994,VISUAL EFFECTS,"Dennis Muren, Stan Winston, Phil Tippett, Michael Lantieri","""Jurassic Park""",Winner
1994,VISUAL EFFECTS,"Neil Krepela, John Richardson, John Bruno, Pamela Easley","""Cliffhanger""",nominees
1994,VISUAL EFFECTS,"Pete Kozachik, Eric Leighton, Ariel Velasco Shaw, Gordon Baker","""The Nightmare before Christmas""",nominees
1994,WRITING (Screenplay Based on Material Previously Produced or Published),Steven Zaillian,"""Schindler's List""",Winner
1994,WRITING (Screenplay Based on Material Previously Produced or Published),"Jay Cocks, Martin Scorsese","""The Age of Innocence""",nominees
1994,WRITING (Screenplay Based on Material Previously Produced or Published),"Terry George, Jim Sheridan","""In the Name of the Father""",nominees
1994,WRITING (Screenplay Based on Material Previously Produced or Published),Ruth Prawer Jhabvala,"""The Remains of the Day""",nominees
1994,WRITING (Screenplay Based on Material Previously Produced or Published),William Nicholson,"""Shadowlands""",nominees
1994,WRITING (Screenplay Written Directly for the Screen),Jane Campion,"""The Piano""",Winner
1994,WRITING (Screenplay Written Directly for the Screen),Gary Ross,"""Dave""",nominees
1994,WRITING (Screenplay Written Directly for the Screen),Jeff Maguire,"""In the Line of Fire""",nominees
1994,WRITING (Screenplay Written Directly for the Screen),Ron Nyswaner,"""Philadelphia""",nominees
1994,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Nora Ephron, David S. Ward, Jeff Arch;  Story by Jeff Arch","""Sleepless in Seattle""",nominees
1994,JEAN HERSHOLT HUMANITARIAN AWARD,Paul Newman,,Winner
1994,HONORARY AWARD,Deborah Kerr,,Winner
1993,ACTOR IN A LEADING ROLE,Al Pacino,"""Scent of a Woman""",Winner
1993,ACTOR IN A LEADING ROLE,Robert Downey Jr.,"""Chaplin""",nominees
1993,ACTOR IN A LEADING ROLE,Clint Eastwood,"""Unforgiven""",nominees
1993,ACTOR IN A LEADING ROLE,Stephen Rea,"""The Crying Game""",nominees
1993,ACTOR IN A LEADING ROLE,Denzel Washington,"""Malcolm X""",nominees
1993,ACTOR IN A SUPPORTING ROLE,Gene Hackman,"""Unforgiven""",Winner
1993,ACTOR IN A SUPPORTING ROLE,Jaye Davidson,"""The Crying Game""",nominees
1993,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,"""A Few Good Men""",nominees
1993,ACTOR IN A SUPPORTING ROLE,Al Pacino,"""Glengarry Glen Ross""",nominees
1993,ACTOR IN A SUPPORTING ROLE,David Paymer,"""Mr. Saturday Night""",nominees
1993,ACTRESS IN A LEADING ROLE,Emma Thompson,"""Howards End""",Winner
1993,ACTRESS IN A LEADING ROLE,Catherine Deneuve,"""Indochine""",nominees
1993,ACTRESS IN A LEADING ROLE,Mary McDonnell,"""Passion Fish""",nominees
1993,ACTRESS IN A LEADING ROLE,Michelle Pfeiffer,"""Love Field""",nominees
1993,ACTRESS IN A LEADING ROLE,Susan Sarandon,"""Lorenzo's Oil""",nominees
1993,ACTRESS IN A SUPPORTING ROLE,Marisa Tomei,"""My Cousin Vinny""",Winner
1993,ACTRESS IN A SUPPORTING ROLE,Judy Davis,"""Husbands and Wives""",nominees
1993,ACTRESS IN A SUPPORTING ROLE,Joan Plowright,"""Enchanted April""",nominees
1993,ACTRESS IN A SUPPORTING ROLE,Vanessa Redgrave,"""Howards End""",nominees
1993,ACTRESS IN A SUPPORTING ROLE,Miranda Richardson,"""Damage""",nominees
1993,ART DIRECTION,Art Direction:  Luciana Arrighi;  Set Decoration:  Ian Whittaker,"""Howards End""",Winner
1993,ART DIRECTION,Art Direction:  Thomas Sanders;  Set Decoration:  Garrett Lewis,"""Bram Stoker's Dracula""",nominees
1993,ART DIRECTION,Art Direction:  Stuart Craig;  Set Decoration:  Chris A. Butler,"""Chaplin""",nominees
1993,ART DIRECTION,Art Direction:  Ferdinando Scarfiotti;  Set Decoration:  Linda DeScenna,"""Toys""",nominees
1993,ART DIRECTION,Art Direction:  Henry Bumstead;  Set Decoration:  Janice Blackie-Goodine,"""Unforgiven""",nominees
1993,CINEMATOGRAPHY,Philippe Rousselot,"""A River Runs through It""",Winner
1993,CINEMATOGRAPHY,Stephen H. Burum,"""Hoffa""",nominees
1993,CINEMATOGRAPHY,Tony Pierce-Roberts,"""Howards End""",nominees
1993,CINEMATOGRAPHY,Robert Fraisse,"""The Lover""",nominees
1993,CINEMATOGRAPHY,Jack N. Green,"""Unforgiven""",nominees
1993,COSTUME DESIGN,Eiko Ishioka,"""Bram Stoker's Dracula""",Winner
1993,COSTUME DESIGN,Sheena Napier,"""Enchanted April""",nominees
1993,COSTUME DESIGN,"Jenny Beavan, John Bright","""Howards End""",nominees
1993,COSTUME DESIGN,Ruth Carter,"""Malcolm X""",nominees
1993,COSTUME DESIGN,Albert Wolsky,"""Toys""",nominees
1993,DIRECTING,Clint Eastwood,"""Unforgiven""",Winner
1993,DIRECTING,Neil Jordan,"""The Crying Game""",nominees
1993,DIRECTING,James Ivory,"""Howards End""",nominees
1993,DIRECTING,Robert Altman,"""The Player""",nominees
1993,DIRECTING,Martin Brest,"""Scent of a Woman""",nominees
1993,DOCUMENTARY (Feature),"Barbara Trent and David Kasper, Producers","""The Panama Deception""",Winner
1993,DOCUMENTARY (Feature),"David Haugland, Producer","""Changing Our Minds: The Story of Dr. Evelyn Hooker""",nominees
1993,DOCUMENTARY (Feature),"Sally Dundas, Producer","""Fires of Kuwait""",nominees
1993,DOCUMENTARY (Feature),"William Miles and Nina Rosenblum, Producers","""Liberators: Fighting on Two Fronts in World War II""",nominees
1993,DOCUMENTARY (Feature),"Margaret Smilow and Roma Baran, Producers","""Music for the Movies: Bernard Herrmann""",nominees
